LOCATION CODE|COUNTY|AREA NAME|REGION|SCHOOL YEARS|NO. OVERWEIGHT|PCT OVERWEIGHT|NO. OBESE|PCT OBESE|NO. OVERWEIGHT OR OBESE|PCT OVERWEIGHT OR OBESE|GRADE LEVEL|AREA TYPE|STREET ADDRESS|CITY|STATE|ZIP CODE|Location 1
50401|CAYUGA|CATO MERIDIAN CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2012-2013|8.0|3.4%|23.0|9.8%|31.0|13.2%|ELEMENTARY|SCHOOL DISTRICT|2851 NYS RT 370|CATO|NY|13033.0|"2851 NYS RT 370
CATO, NY 13033
(43.18320840500047, -76.56267833699962)"
50401|CAYUGA|CATO MERIDIAN CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2012-2013|22.0|15.8%|26.0|18.7%|48.0|34.5%|MIDDLE/HIGH|SCHOOL DISTRICT|2851 NYS RT 370|CATO|NY|13033.0|"2851 NYS RT 370
CATO, NY 13033
(43.18320840500047, -76.56267833699962)"
51301|CAYUGA|MORAVIA CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2012-2013|51.0|22%|50.0|21.6%|101.0|43.5%|DISTRICT TOTAL|SCHOOL DISTRICT|68 S MAIN ST|MORAVIA|NY|13118.0|"68 S MAIN ST
MORAVIA, NY 13118
(42.70701232400046, -76.42085348599966)"
51301|CAYUGA|MORAVIA CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2012-2013|51.0|21.9%|50.0|21.5%|101.0|43.3%|ELEMENTARY|SCHOOL DISTRICT|68 S MAIN ST|MORAVIA|NY|13118.0|"68 S MAIN ST
MORAVIA, NY 13118
(42.70701232400046, -76.42085348599966)"
51301|CAYUGA|MORAVIA CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2012-2013|29.0|20.3%|28.0|19.6%|57.0|39.9%|MIDDLE/HIGH|SCHOOL DISTRICT|68 S MAIN ST|MORAVIA|NY|13118.0|"68 S MAIN ST
MORAVIA, NY 13118
(42.70701232400046, -76.42085348599966)"
60301|CHAUTAUQUA|FREWSBURG CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|31.0|12.9%|22.0|9.2%|53.0|22.1%|DISTRICT TOTAL|SCHOOL DISTRICT|26 INSTITUTE ST|FREWSBURG|NY|14738.0|"26 INSTITUTE ST
FREWSBURG, NY 14738
(42.05421817400048, -79.15959114299966)"
60301|CHAUTAUQUA|FREWSBURG CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|31.0|12.9%|22.0|9.2%|53.0|22.1%|ELEMENTARY|SCHOOL DISTRICT|26 INSTITUTE ST|FREWSBURG|NY|14738.0|"26 INSTITUTE ST
FREWSBURG, NY 14738
(42.05421817400048, -79.15959114299966)"
60301|CHAUTAUQUA|FREWSBURG CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|||||||MIDDLE/HIGH|SCHOOL DISTRICT|26 INSTITUTE ST|FREWSBURG|NY|14738.0|"26 INSTITUTE ST
FREWSBURG, NY 14738
(42.05421817400048, -79.15959114299966)"
60401|CHAUTAUQUA|CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|65.0|15.8%|102.0|24.8%|167.0|40.5%|DISTRICT TOTAL|SCHOOL DISTRICT|5935 RT 60|SINCLAIRVILLE|NY|14782.0|"5935 RT 60
SINCLAIRVILLE, NY 14782
(42.25838540100045, -79.28248703499963)"
60401|CHAUTAUQUA|CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|41.0|16%|57.0|22.2%|98.0|38.1%|ELEMENTARY|SCHOOL DISTRICT|5935 RT 60|SINCLAIRVILLE|NY|14782.0|"5935 RT 60
SINCLAIRVILLE, NY 14782
(42.25838540100045, -79.28248703499963)"
60401|CHAUTAUQUA|CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|24.0|15.5%|45.0|29%|69.0|44.5%|MIDDLE/HIGH|SCHOOL DISTRICT|5935 RT 60|SINCLAIRVILLE|NY|14782.0|"5935 RT 60
SINCLAIRVILLE, NY 14782
(42.25838540100045, -79.28248703499963)"
60701|CHAUTAUQUA|CLYMER CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|25.0|16.3%|27.0|17.6%|52.0|34%|DISTRICT TOTAL|SCHOOL DISTRICT|8672 E MAIN ST|CLYMER|NY|14724.0|"8672 E MAIN ST
CLYMER, NY 14724
(42.02086768100048, -79.62686100799965)"
60701|CHAUTAUQUA|CLYMER CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|12.0|14%|13.0|15.1%|25.0|29.1%|ELEMENTARY|SCHOOL DISTRICT|8672 E MAIN ST|CLYMER|NY|14724.0|"8672 E MAIN ST
CLYMER, NY 14724
(42.02086768100048, -79.62686100799965)"
60701|CHAUTAUQUA|CLYMER CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|8.0|12.7%|14.0|22.2%|22.0|34.9%|MIDDLE/HIGH|SCHOOL DISTRICT|8672 E MAIN ST|CLYMER|NY|14724.0|"8672 E MAIN ST
CLYMER, NY 14724
(42.02086768100048, -79.62686100799965)"
60800|CHAUTAUQUA|DUNKIRK CITY SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|106.0|17.1%|161.0|26%|267.0|43.1%|DISTRICT TOTAL|SCHOOL DISTRICT|620 MARAUDER DR|DUNKIRK|NY|14048.0|"620 MARAUDER DR
DUNKIRK, NY 14048
(42.4767857380005, -79.34117349499968)"
60800|CHAUTAUQUA|DUNKIRK CITY SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|56.0|16.2%|82.0|23.7%|138.0|39.9%|ELEMENTARY|SCHOOL DISTRICT|620 MARAUDER DR|DUNKIRK|NY|14048.0|"620 MARAUDER DR
DUNKIRK, NY 14048
(42.4767857380005, -79.34117349499968)"
60800|CHAUTAUQUA|DUNKIRK CITY SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|50.0|18.9%|79.0|29.8%|129.0|48.7%|MIDDLE/HIGH|SCHOOL DISTRICT|620 MARAUDER DR|DUNKIRK|NY|14048.0|"620 MARAUDER DR
DUNKIRK, NY 14048
(42.4767857380005, -79.34117349499968)"
61501|CHAUTAUQUA|SILVER CREEK CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|55.0|15%|69.0|18.8%|124.0|33.8%|DISTRICT TOTAL|SCHOOL DISTRICT|1 DICKINSON ST|SILVER CREEK|NY|14136.0|"1 DICKINSON ST
SILVER CREEK, NY 14136
(42.53405427400048, -79.16644740699968)"
61501|CHAUTAUQUA|SILVER CREEK CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|37.0|14.5%|43.0|16.8%|80.0|31.3%|ELEMENTARY|SCHOOL DISTRICT|1 DICKINSON ST|SILVER CREEK|NY|14136.0|"1 DICKINSON ST
SILVER CREEK, NY 14136
(42.53405427400048, -79.16644740699968)"
61501|CHAUTAUQUA|SILVER CREEK CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|18.0|16.2%|26.0|23.4%|44.0|39.6%|MIDDLE/HIGH|SCHOOL DISTRICT|1 DICKINSON ST|SILVER CREEK|NY|14136.0|"1 DICKINSON ST
SILVER CREEK, NY 14136
(42.53405427400048, -79.16644740699968)"
61601|CHAUTAUQUA|PANAMA CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|35.0|16.8%|45.0|21.6%|80.0|38.5%|DISTRICT TOTAL|SCHOOL DISTRICT|41 NORTH ST|PANAMA|NY|14767.0|"41 NORTH ST
PANAMA, NY 14767
(42.07817757000049, -79.48330743499963)"
61601|CHAUTAUQUA|PANAMA CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|18.0|16.7%|27.0|25%|45.0|41.7%|ELEMENTARY|SCHOOL DISTRICT|41 NORTH ST|PANAMA|NY|14767.0|"41 NORTH ST
PANAMA, NY 14767
(42.07817757000049, -79.48330743499963)"
61601|CHAUTAUQUA|PANAMA CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|17.0|18.3%|18.0|19.4%|35.0|37.6%|MIDDLE/HIGH|SCHOOL DISTRICT|41 NORTH ST|PANAMA|NY|14767.0|"41 NORTH ST
PANAMA, NY 14767
(42.07817757000049, -79.48330743499963)"
62301|CHAUTAUQUA|BROCTON CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|31.0|13.7%|40.0|17.6%|71.0|31.3%|DISTRICT TOTAL|SCHOOL DISTRICT|138 W MAIN ST|BROCTON|NY|14716.0|"138 W MAIN ST
BROCTON, NY 14716
(42.3844961370005, -79.45380230699965)"
62301|CHAUTAUQUA|BROCTON CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|16.0|10.7%|27.0|18.1%|43.0|28.9%|ELEMENTARY|SCHOOL DISTRICT|138 W MAIN ST|BROCTON|NY|14716.0|"138 W MAIN ST
BROCTON, NY 14716
(42.3844961370005, -79.45380230699965)"
62301|CHAUTAUQUA|BROCTON CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|15.0|19.2%|13.0|16.7%|28.0|35.9%|MIDDLE/HIGH|SCHOOL DISTRICT|138 W MAIN ST|BROCTON|NY|14716.0|"138 W MAIN ST
BROCTON, NY 14716
(42.3844961370005, -79.45380230699965)"
62601|CHAUTAUQUA|SHERMAN CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|33.0|18.1%|30.0|16.5%|63.0|34.6%|DISTRICT TOTAL|SCHOOL DISTRICT|127 PARK ST|SHERMAN|NY|14781.0|"127 PARK ST
SHERMAN, NY 14781
(42.1608088050005, -79.59415678499965)"
62601|CHAUTAUQUA|SHERMAN CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|19.0|19.4%|11.0|11.2%|30.0|30.6%|ELEMENTARY|SCHOOL DISTRICT|127 PARK ST|SHERMAN|NY|14781.0|"127 PARK ST
SHERMAN, NY 14781
(42.1608088050005, -79.59415678499965)"
62601|CHAUTAUQUA|SHERMAN CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|11.0|13.6%|19.0|23.5%|30.0|37%|MIDDLE/HIGH|SCHOOL DISTRICT|127 PARK ST|SHERMAN|NY|14781.0|"127 PARK ST
SHERMAN, NY 14781
(42.1608088050005, -79.59415678499965)"
62901|CHAUTAUQUA|WESTFIELD CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|40.0|14.4%|53.0|19.1%|93.0|33.5%|DISTRICT TOTAL|SCHOOL DISTRICT|203 E MAIN ST|WESTFIELD|NY|14787.0|"203 E MAIN ST
WESTFIELD, NY 14787
(42.32880484700047, -79.56798574499965)"
62901|CHAUTAUQUA|WESTFIELD CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|23.0|16.5%|23.0|16.5%|46.0|33.1%|ELEMENTARY|SCHOOL DISTRICT|203 E MAIN ST|WESTFIELD|NY|14787.0|"203 E MAIN ST
WESTFIELD, NY 14787
(42.32880484700047, -79.56798574499965)"
62901|CHAUTAUQUA|WESTFIELD CENTRAL SCHOOL DISTRICT|WESTERN NEW YORK|2012-2013|17.0|14%|18.0|14.9%|35.0|28.9%|MIDDLE/HIGH|SCHOOL DISTRICT|203 E MAIN ST|WESTFIELD|NY|14787.0|"203 E MAIN ST
WESTFIELD, NY 14787
(42.32880484700047, -79.56798574499965)"
70600|CHEMUNG|ELMIRA CITY SCHOOL DISTRICT|FINGER LAKES|2012-2013|306.0|16.8%|359.0|19.7%|665.0|36.5%|DISTRICT TOTAL|SCHOOL DISTRICT|951 HOFFMAN ST|ELMIRA|NY|14905.0|"951 HOFFMAN ST
ELMIRA, NY 14905
(42.09667587700045, -76.82882069499965)"
70600|CHEMUNG|ELMIRA CITY SCHOOL DISTRICT|FINGER LAKES|2012-2013|203.0|15.7%|263.0|20.3%|466.0|35.9%|ELEMENTARY|SCHOOL DISTRICT|951 HOFFMAN ST|ELMIRA|NY|14905.0|"951 HOFFMAN ST
ELMIRA, NY 14905
(42.09667587700045, -76.82882069499965)"
70600|CHEMUNG|ELMIRA CITY SCHOOL DISTRICT|FINGER LAKES|2012-2013|103.0|19.7%|96.0|18.4%|199.0|38%|MIDDLE/HIGH|SCHOOL DISTRICT|951 HOFFMAN ST|ELMIRA|NY|14905.0|"951 HOFFMAN ST
ELMIRA, NY 14905
(42.09667587700045, -76.82882069499965)"
80601|CHENANGO|GREENE CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2012-2013|66.0|20%|53.0|16.1%|119.0|36.1%|DISTRICT TOTAL|SCHOOL DISTRICT|40 S CANAL ST|GREENE|NY|13778.0|"40 S CANAL ST
GREENE, NY 13778
(42.326038869000456, -75.77504637699963)"
80601|CHENANGO|GREENE CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2012-2013|36.0|18.8%|29.0|15.2%|65.0|34%|ELEMENTARY|SCHOOL DISTRICT|40 S CANAL ST|GREENE|NY|13778.0|"40 S CANAL ST
GREENE, NY 13778
(42.326038869000456, -75.77504637699963)"
80601|CHENANGO|GREENE CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2012-2013|30.0|21.6%|24.0|17.3%|54.0|38.8%|MIDDLE/HIGH|SCHOOL DISTRICT|40 S CANAL ST|GREENE|NY|13778.0|"40 S CANAL ST
GREENE, NY 13778
(42.326038869000456, -75.77504637699963)"
81003|CHENANGO|UNADILLA VALLEY CENTRAL SCHOOLS|NEW YORK - PENN|2012-2013|42.0|18.7%|68.0|30.2%|110.0|48.9%|DISTRICT TOTAL|SCHOOL DISTRICT|4238 STATE HWY 8|NEW BERLIN|NY|13411.0|"4238 STATE HWY 8
NEW BERLIN, NY 13411
(42.58158954300046, -75.33676628099965)"
81003|CHENANGO|UNADILLA VALLEY CENTRAL SCHOOLS|NEW YORK - PENN|2012-2013|33.0|22.8%|37.0|25.5%|70.0|48.3%|ELEMENTARY|SCHOOL DISTRICT|4238 STATE HWY 8|NEW BERLIN|NY|13411.0|"4238 STATE HWY 8
NEW BERLIN, NY 13411
(42.58158954300046, -75.33676628099965)"
81003|CHENANGO|UNADILLA VALLEY CENTRAL SCHOOLS|NEW YORK - PENN|2012-2013|8.0|10.1%|31.0|39.2%|39.0|49.4%|MIDDLE/HIGH|SCHOOL DISTRICT|4238 STATE HWY 8|NEW BERLIN|NY|13411.0|"4238 STATE HWY 8
NEW BERLIN, NY 13411
(42.58158954300046, -75.33676628099965)"
81200|CHENANGO|NORWICH CITY SCHOOL DISTRICT|NEW YORK - PENN|2012-2013|145.0|19.6%|147.0|19.8%|292.0|39.4%|DISTRICT TOTAL|SCHOOL DISTRICT|89 MIDLAND DR|NORWICH|NY|13815.0|"89 MIDLAND DR
NORWICH, NY 13815
(42.525674807000485, -75.51653647199964)"
81200|CHENANGO|NORWICH CITY SCHOOL DISTRICT|NEW YORK - PENN|2012-2013|90.0|19.5%|87.0|18.8%|177.0|38.3%|ELEMENTARY|SCHOOL DISTRICT|89 MIDLAND DR|NORWICH|NY|13815.0|"89 MIDLAND DR
NORWICH, NY 13815
(42.525674807000485, -75.51653647199964)"
81200|CHENANGO|NORWICH CITY SCHOOL DISTRICT|NEW YORK - PENN|2012-2013|55.0|19.7%|60.0|21.5%|115.0|41.2%|MIDDLE/HIGH|SCHOOL DISTRICT|89 MIDLAND DR|NORWICH|NY|13815.0|"89 MIDLAND DR
NORWICH, NY 13815
(42.525674807000485, -75.51653647199964)"
81401|CHENANGO|GEORGETOWN-SO OTSELIC CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2012-2013|14.0|14.6%|22.0|22.9%|36.0|37.5%|DISTRICT TOTAL|SCHOOL DISTRICT|125 COUNTY RD 13A|SOUTH OTSELIC|NY|13155.0|"125 COUNTY RD 13A
SOUTH OTSELIC, NY 13155
(42.64941667000045, -75.78413827599968)"
81401|CHENANGO|GEORGETOWN-SO OTSELIC CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2012-2013|||||||ELEMENTARY|SCHOOL DISTRICT|125 COUNTY RD 13A|SOUTH OTSELIC|NY|13155.0|"125 COUNTY RD 13A
SOUTH OTSELIC, NY 13155
(42.64941667000045, -75.78413827599968)"
81401|CHENANGO|GEORGETOWN-SO OTSELIC CENTRAL SCHOOL DISTRICT|NEW YORK - PENN|2012-2013|12.0|18.8%|15.0|23.4%|27.0|42.2%|MIDDLE/HIGH|SCHOOL DISTRICT|125 COUNTY RD 13A|SOUTH OTSELIC|NY|13155.0|"125 COUNTY RD 13A
SOUTH OTSELIC, NY 13155
(42.64941667000045, -75.78413827599968)"
90201|CLINTON|AUSABLE VALLEY CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|46.0|15.1%|97.0|31.9%|143.0|47%|DISTRICT TOTAL|SCHOOL DISTRICT|1273 RT 9N|CLINTONVILLE|NY|12924.0|"1273 RT 9N
CLINTONVILLE, NY 12924
(44.466712584000504, -73.57565651299967)"
90201|CLINTON|AUSABLE VALLEY CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|21.0|13.5%|47.0|30.3%|68.0|43.9%|ELEMENTARY|SCHOOL DISTRICT|1273 RT 9N|CLINTONVILLE|NY|12924.0|"1273 RT 9N
CLINTONVILLE, NY 12924
(44.466712584000504, -73.57565651299967)"
90201|CLINTON|AUSABLE VALLEY CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|25.0|16.7%|51.0|34%|76.0|50.7%|MIDDLE/HIGH|SCHOOL DISTRICT|1273 RT 9N|CLINTONVILLE|NY|12924.0|"1273 RT 9N
CLINTONVILLE, NY 12924
(44.466712584000504, -73.57565651299967)"
90301|CLINTON|BEEKMANTOWN CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|112.0|17.8%|130.0|20.6%|242.0|38.4%|DISTRICT TOTAL|SCHOOL DISTRICT|37 EAGLE WAY|WEST CHAZY|NY|12992.0|"37 EAGLE WAY
WEST CHAZY, NY 12992
(44.77380375400048, -73.49086239799965)"
90301|CLINTON|BEEKMANTOWN CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|70.0|18.2%|71.0|18.4%|141.0|36.6%|ELEMENTARY|SCHOOL DISTRICT|37 EAGLE WAY|WEST CHAZY|NY|12992.0|"37 EAGLE WAY
WEST CHAZY, NY 12992
(44.77380375400048, -73.49086239799965)"
90301|CLINTON|BEEKMANTOWN CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|42.0|17.4%|59.0|24.4%|101.0|41.7%|MIDDLE/HIGH|SCHOOL DISTRICT|37 EAGLE WAY|WEST CHAZY|NY|12992.0|"37 EAGLE WAY
WEST CHAZY, NY 12992
(44.77380375400048, -73.49086239799965)"
90901|CLINTON|NORTHERN ADIRONDACK CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|39.0|17.3%|47.0|20.8%|86.0|38.1%|DISTRICT TOTAL|SCHOOL DISTRICT|5572 RT 11|ELLENBURG DEPOT|NY|12935.0|"5572 RT 11
ELLENBURG DEPOT, NY 12935
(44.90193688800048, -73.81151783999962)"
90901|CLINTON|NORTHERN ADIRONDACK CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|27.0|16.5%|36.0|22%|63.0|38.4%|ELEMENTARY|SCHOOL DISTRICT|5572 RT 11|ELLENBURG DEPOT|NY|12935.0|"5572 RT 11
ELLENBURG DEPOT, NY 12935
(44.90193688800048, -73.81151783999962)"
90901|CLINTON|NORTHERN ADIRONDACK CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|12.0|19.7%|11.0|18%|23.0|37.7%|MIDDLE/HIGH|SCHOOL DISTRICT|5572 RT 11|ELLENBURG DEPOT|NY|12935.0|"5572 RT 11
ELLENBURG DEPOT, NY 12935
(44.90193688800048, -73.81151783999962)"
91101|CLINTON|PERU CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|73.0|18.3%|60.0|15%|133.0|33.3%|DISTRICT TOTAL|SCHOOL DISTRICT|17 SCHOOL ST|PERU|NY|12972.0|"17 SCHOOL ST
PERU, NY 12972
(44.582310485000505, -73.53277662799962)"
91101|CLINTON|PERU CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|58.0|18.9%|53.0|17.3%|111.0|36.2%|ELEMENTARY|SCHOOL DISTRICT|17 SCHOOL ST|PERU|NY|12972.0|"17 SCHOOL ST
PERU, NY 12972
(44.582310485000505, -73.53277662799962)"
91101|CLINTON|PERU CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|15.0|18.3%|||15.0|18.3%|MIDDLE/HIGH|SCHOOL DISTRICT|17 SCHOOL ST|PERU|NY|12972.0|"17 SCHOOL ST
PERU, NY 12972
(44.582310485000505, -73.53277662799962)"
100501|COLUMBIA|TACONIC HILLS CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|68.0|17.6%|57.0|14.8%|125.0|32.4%|DISTRICT TOTAL|SCHOOL DISTRICT|73 COUNTY RT 11A|CRARYVILLE|NY|12521.0|"73 COUNTY RT 11A
CRARYVILLE, NY 12521
(42.17171641900046, -73.60174839699965)"
100501|COLUMBIA|TACONIC HILLS CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|45.0|18%|33.0|13.2%|78.0|31.2%|ELEMENTARY|SCHOOL DISTRICT|73 COUNTY RT 11A|CRARYVILLE|NY|12521.0|"73 COUNTY RT 11A
CRARYVILLE, NY 12521
(42.17171641900046, -73.60174839699965)"
100501|COLUMBIA|TACONIC HILLS CENTRAL SCHOOL|NORTHEASTERN NEW YORK|2012-2013|23.0|18%|24.0|18.8%|47.0|36.7%|MIDDLE/HIGH|SCHOOL DISTRICT|73 COUNTY RT 11A|CRARYVILLE|NY|12521.0|"73 COUNTY RT 11A
CRARYVILLE, NY 12521
(42.17171641900046, -73.60174839699965)"
101601|COLUMBIA|NEW LEBANON CENTRAL SCHOOL DISTRICT|NORTHEASTERN NEW YORK|2012-2013|34.0|30.1%|22.0|19.5%|56.0|49.6%|DISTRICT TOTAL|SCHOOL DISTRICT|14665 RT 22|NEW LEBANON|NY|12125.0|"14665 RT 22
NEW LEBANON, NY 12125
(42.47491741700048, -73.38025539099965)"
101601|COLUMBIA|NEW LEBANON CENTRAL SCHOOL DISTRICT|NORTHEASTERN NEW YORK|2012-2013|5.0|8.2%|9.0|14.8%|14.0|23%|ELEMENTARY|SCHOOL DISTRICT|14665 RT 22|NEW LEBANON|NY|12125.0|"14665 RT 22
NEW LEBANON, NY 12125
(42.47491741700048, -73.38025539099965)"
101601|COLUMBIA|NEW LEBANON CENTRAL SCHOOL DISTRICT|NORTHEASTERN NEW YORK|2012-2013|6.0|11.5%|13.0|25%|19.0|36.5%|MIDDLE/HIGH|SCHOOL DISTRICT|14665 RT 22|NEW LEBANON|NY|12125.0|"14665 RT 22
NEW LEBANON, NY 12125
(42.47491741700048, -73.38025539099965)"
110101|CORTLAND|CINCINNATUS CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2012-2013|25.0|17.4%|33.0|22.9%|58.0|40.3%|DISTRICT TOTAL|SCHOOL DISTRICT|2809 CINCINNATUS RD|CINCINNATUS|NY|13040.0|"2809 CINCINNATUS RD
CINCINNATUS, NY 13040
(42.54300651800048, -75.89556737699968)"
110101|CORTLAND|CINCINNATUS CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2012-2013|17.0|18.9%|19.0|21.1%|36.0|40%|ELEMENTARY|SCHOOL DISTRICT|2809 CINCINNATUS RD|CINCINNATUS|NY|13040.0|"2809 CINCINNATUS RD
CINCINNATUS, NY 13040
(42.54300651800048, -75.89556737699968)"
110101|CORTLAND|CINCINNATUS CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2012-2013|||14.0|35.9%|14.0|35.9%|MIDDLE/HIGH|SCHOOL DISTRICT|2809 CINCINNATUS RD|CINCINNATUS|NY|13040.0|"2809 CINCINNATUS RD
CINCINNATUS, NY 13040
(42.54300651800048, -75.89556737699968)"
110701|CORTLAND|HOMER CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2012-2013|129.0|18.2%|138.0|19.5%|267.0|37.7%|DISTRICT TOTAL|SCHOOL DISTRICT|80 S WEST ST|HOMER|NY|13077.0|"80 S WEST ST
HOMER, NY 13077
(42.63078427300047, -76.19154364399964)"
110701|CORTLAND|HOMER CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2012-2013|85.0|20.9%|73.0|17.9%|158.0|38.8%|ELEMENTARY|SCHOOL DISTRICT|80 S WEST ST|HOMER|NY|13077.0|"80 S WEST ST
HOMER, NY 13077
(42.63078427300047, -76.19154364399964)"
110701|CORTLAND|HOMER CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2012-2013|44.0|14.9%|65.0|22%|109.0|36.9%|MIDDLE/HIGH|SCHOOL DISTRICT|80 S WEST ST|HOMER|NY|13077.0|"80 S WEST ST
HOMER, NY 13077
(42.63078427300047, -76.19154364399964)"
110901|CORTLAND|MARATHON CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2012-2013|34.0|15.7%|50.0|23.1%|84.0|38.9%|DISTRICT TOTAL|SCHOOL DISTRICT|1 E MAIN ST|MARATHON|NY|13803.0|"1 E MAIN ST
MARATHON, NY 13803
(42.440151922000496, -76.03633589199967)"
110901|CORTLAND|MARATHON CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2012-2013|24.0|20.2%|23.0|19.3%|47.0|39.5%|ELEMENTARY|SCHOOL DISTRICT|1 E MAIN ST|MARATHON|NY|13803.0|"1 E MAIN ST
MARATHON, NY 13803
(42.440151922000496, -76.03633589199967)"
110901|CORTLAND|MARATHON CENTRAL SCHOOL DISTRICT|CENTRAL NEW YORK|2012-2013|10.0|10.3%|27.0|27.8%|37.0|38.1%|MIDDLE/HIGH|SCHOOL DISTRICT|1 E MAIN ST|MARATHON|NY|13803.0|"1 E MAIN ST
MARATHON, NY 13803
(42.440151922000496, -76.03633589199967)"
120301|DELAWARE|DOWNSVILLE CENTRAL SCHOOL DISTRICT|NORTHEASTERN NEW YORK|2012-2013|16.0|18.8%|18.0|21.2%|34.0|40%|DISTRICT TOTAL|SCHOOL DISTRICT|14784 STATE HWY 30|DOWNSVILLE|NY|13755.0|"14784 STATE HWY 30
DOWNSVILLE, NY 13755
(42.077248830000485, -74.99788223599967)"
120301|DELAWARE|DOWNSVILLE CENTRAL SCHOOL DISTRICT|NORTHEASTERN NEW YORK|2012-2013|12.0|21.4%|10.0|17.9%|22.0|39.3%|ELEMENTARY|SCHOOL DISTRICT|14784 STATE HWY 30|DOWNSVILLE|NY|13755.0|"14784 STATE HWY 30
DOWNSVILLE, NY 13755
(42.077248830000485, -74.99788223599967)"
120301|DELAWARE|DOWNSVILLE CENTRAL SCHOOL DISTRICT|NORTHEASTERN NEW YORK|2012-2013|||||||MIDDLE/HIGH|SCHOOL DISTRICT|14784 STATE HWY 30|DOWNSVILLE|NY|13755.0|"14784 STATE HWY 30
DOWNSVILLE, NY 13755
(42.077248830000485, -74.99788223599967)"
120906|DELAWARE|HANCOCK CENTRAL SCHOOL DISTRICT|NORTHEASTERN NEW YORK|2012-2013|21.0|18.3%|35.0|30.4%|56.0|48.7%|DISTRICT TOTAL|SCHOOL DISTRICT|67 EDUCATION LN|HANCOCK|NY|13783.0|"67 EDUCATION LN
HANCOCK, NY 13783
(41.956633501000454, -75.28131795699966)"
